in-store_num,region_num,TransactionType,RegionName,Age,AgeGroup,ItemsPerPurchcase,AmountGroup,AmountPerPurchase,AmountPerItem
0,4,online,West,22,18-30,4,583-1233,1140.1,285.03
1,1,in-store,North,51,46-61,3,583-1233,609.56,203.19
1,3,in-store,East,27,18-30,5,583-1233,881.76,176.35
0,2,online,South,82,62-85,2,286-582,469.72,234.86
1,4,in-store,West,29,18-30,4,583-1233,767.62,191.91
1,4,in-store,West,46,46-61,8,583-1233,762,95.25
1,4,in-store,West,51,46-61,5,5-285,112.78,22.56
0,2,online,South,44,31-45,8,286-582,358.65,44.83
1,1,in-store,North,20,18-30,6,5-285,219.8,36.63
1,4,in-store,West,30,18-30,2,583-1233,1040,520.00
1,1,in-store,North,67,62-85,5,5-285,232.07,46.41
0,2,online,South,44,31-45,5,5-285,176.46,35.29
0,3,online,East,39,31-45,4,5-285,116.99,29.25
0,4,online,West,53,46-61,5,1234-3000,2397.2,479.44
1,4,in-store,West,23,18-30,5,583-1233,1065.4,213.08
0,2,online,South,42,31-45,4,5-285,77.357,19.34
1,1,in-store,North,24,18-30,6,5-285,145.52,24.25
0,2,online,South,53,46-61,2,286-582,414.64,207.32
1,3,in-store,East,28,18-30,1,286-582,451.1,451.10
0,3,online,East,47,46-61,3,1234-3000,2435.8,811.93
0,3,online,East,29,18-30,4,1234-3000,2317.7,579.43
0,2,online,South,58,46-61,1,286-582,348.18,348.18
0,4,online,West,33,31-45,6,583-1233,744.07,124.01
1,1,in-store,North,52,46-61,2,286-582,392.11,196.06
0,2,online,South,40,31-45,1,286-582,462.97,462.97
0,2,online,South,35,31-45,5,5-285,229.13,45.83
1,3,in-store,East,51,46-61,6,583-1233,745.89,124.32
0,4,online,West,52,46-61,8,5-285,255.67,31.96
1,1,in-store,North,29,18-30,5,1234-3000,1517.7,303.54
0,4,online,West,37,31-45,4,1234-3000,1578.7,394.68
1,4,in-store,West,47,46-61,3,1234-3000,1267.5,422.50
0,2,online,South,61,46-61,5,5-285,155.22,31.04
0,2,online,South,69,62-85,3,5-285,264.62,88.21
0,2,online,South,76,62-85,5,286-582,425.23,85.05
1,4,in-store,West,36,31-45,6,286-582,314.83,52.47
0,4,online,West,51,46-61,3,1234-3000,2925.5,975.17
1,3,in-store,East,24,18-30,4,5-285,103.44,25.86
1,3,in-store,East,35,31-45,4,5-285,233.77,58.44
1,3,in-store,East,27,18-30,8,286-582,410.88,51.36
1,1,in-store,North,27,18-30,3,286-582,514.47,171.49
1,1,in-store,North,71,62-85,2,583-1233,894.09,447.05
0,2,online,South,61,46-61,6,286-582,498.65,83.11
1,4,in-store,West,41,31-45,2,1234-3000,1357.3,678.65
1,1,in-store,North,25,18-30,6,286-582,285.18,47.53
0,4,online,West,44,31-45,3,1234-3000,1650.1,550.03
0,4,online,West,51,46-61,6,583-1233,853.73,142.29
0,3,online,East,29,18-30,4,1234-3000,1885,471.25
0,2,online,South,30,18-30,7,286-582,480.13,68.59
1,1,in-store,North,39,31-45,4,5-285,87.871,21.97
0,2,online,South,85,62-85,8,286-582,416.64,52.08
1,4,in-store,West,44,31-45,6,583-1233,1188.8,198.13
1,3,in-store,East,51,46-61,4,583-1233,822.3,205.58
1,3,in-store,East,49,46-61,1,5-285,266.42,266.42
1,4,in-store,West,54,46-61,4,1234-3000,1751.4,437.85
0,4,online,West,40,31-45,6,583-1233,967.19,161.20
0,3,online,East,49,46-61,3,1234-3000,2822.4,940.80
1,3,in-store,East,40,31-45,2,583-1233,602.52,301.26
0,4,online,West,38,31-45,4,1234-3000,1778.6,444.65
1,3,in-store,East,56,46-61,4,583-1233,903.28,225.82
1,3,in-store,East,44,31-45,5,286-582,311.42,62.28
0,2,online,South,50,46-61,6,286-582,496.58,82.76
1,4,in-store,West,20,18-30,8,583-1233,962.74,120.34
1,4,in-store,West,24,18-30,3,1234-3000,1293.6,431.20
1,1,in-store,North,37,31-45,2,5-285,157.06,78.53
1,1,in-store,North,64,62-85,4,286-582,522.95,130.74
1,4,in-store,West,25,18-30,3,1234-3000,1906.1,635.37
1,1,in-store,North,45,31-45,2,583-1233,722.27,361.14
0,2,online,South,72,62-85,5,286-582,336.43,67.29
1,4,in-store,West,32,31-45,1,286-582,327.59,327.59
0,3,online,East,29,18-30,7,1234-3000,1583.4,226.20
1,1,in-store,North,37,31-45,5,583-1233,774.69,154.94
0,2,online,South,77,62-85,5,286-582,323.55,64.71
1,1,in-store,North,56,46-61,1,286-582,355.95,355.95
0,2,online,South,74,62-85,6,286-582,311.76,51.96
1,1,in-store,North,68,62-85,1,583-1233,808.81,808.81
0,4,online,West,46,46-61,1,1234-3000,1618.5,1618.50
0,2,online,South,44,31-45,5,5-285,128.99,25.80
0,3,online,East,50,46-61,3,1234-3000,2360.7,786.90
0,3,online,East,22,18-30,7,1234-3000,2956.1,422.30
0,2,online,South,42,31-45,8,286-582,344.13,43.02
0,4,online,West,26,18-30,5,1234-3000,2459.6,491.92
1,1,in-store,North,41,31-45,5,1234-3000,1456.6,291.32
1,1,in-store,North,30,18-30,4,583-1233,791.43,197.86
1,4,in-store,West,23,18-30,5,1234-3000,1608.8,321.76
0,4,online,West,37,31-45,5,5-285,256.41,51.28
0,2,online,South,81,62-85,6,5-285,197.07,32.85
1,1,in-store,North,27,18-30,5,286-582,558.44,111.69
0,3,online,East,27,18-30,7,583-1233,909.09,129.87
1,3,in-store,East,49,46-61,4,5-285,101.39,25.35
0,2,online,South,58,46-61,7,5-285,215.29,30.76
0,4,online,West,48,46-61,6,1234-3000,2073.9,345.65
1,3,in-store,East,64,62-85,7,286-582,438.58,62.65
1,3,in-store,East,73,62-85,3,583-1233,792.86,264.29
0,4,online,West,28,18-30,2,1234-3000,1385.7,692.85
0,3,online,East,46,46-61,4,1234-3000,2550.9,637.73
0,3,online,East,34,31-45,1,1234-3000,1480.1,1480.10
0,2,online,South,72,62-85,4,286-582,288.05,72.01
0,4,online,West,53,46-61,2,1234-3000,2847.5,1423.75
1,4,in-store,West,41,31-45,4,583-1233,1226.5,306.63
1,4,in-store,West,24,18-30,6,583-1233,1129.1,188.18
0,3,online,East,22,18-30,3,1234-3000,2722.5,907.50
1,1,in-store,North,49,46-61,3,286-582,475.26,158.42
1,3,in-store,East,45,31-45,8,5-285,214.59,26.82
1,3,in-store,East,44,31-45,5,286-582,498.31,99.66
0,4,online,West,57,46-61,4,5-285,137.56,34.39
1,3,in-store,East,42,31-45,1,583-1233,657.59,657.59
0,3,online,East,37,31-45,3,1234-3000,2753.3,917.77
0,2,online,South,39,31-45,3,286-582,298.77,99.59
1,4,in-store,West,45,31-45,1,1234-3000,1850.8,1850.80
1,4,in-store,West,53,46-61,5,286-582,386.69,77.34
1,4,in-store,West,26,18-30,1,583-1233,614.99,614.99
1,4,in-store,West,22,18-30,2,583-1233,803.49,401.75
0,3,online,East,55,46-61,2,1234-3000,1657.9,828.95
1,1,in-store,North,66,62-85,4,583-1233,739.28,184.82
0,2,online,South,85,62-85,7,286-582,342.98,49.00
0,2,online,South,77,62-85,2,5-285,246.21,123.11
0,2,online,South,30,18-30,6,5-285,152.57,25.43
1,3,in-store,East,43,31-45,5,286-582,464.44,92.89
0,4,online,West,32,31-45,8,1234-3000,1520.9,190.11
0,2,online,South,76,62-85,5,286-582,314.37,62.87
0,3,online,East,45,31-45,1,5-285,169.15,169.15
0,4,online,West,53,46-61,6,1234-3000,1423.3,237.22
0,3,online,East,41,31-45,6,583-1233,859.02,143.17
1,3,in-store,East,45,31-45,3,583-1233,752.51,250.84
1,4,in-store,West,43,31-45,5,1234-3000,1445,289.00
1,4,in-store,West,26,18-30,1,286-582,481.53,481.53
1,4,in-store,West,29,18-30,1,1234-3000,1799.6,1799.60
1,1,in-store,North,44,31-45,6,286-582,552.56,92.09
0,3,online,East,60,46-61,2,286-582,518.2,259.10
0,3,online,East,28,18-30,8,1234-3000,2267.3,283.41
0,2,online,South,80,62-85,6,286-582,449.71,74.95
0,3,online,East,53,46-61,6,1234-3000,1291.3,215.22
0,2,online,South,69,62-85,7,286-582,362.78,51.83
0,2,online,South,37,31-45,6,286-582,362.23,60.37
1,3,in-store,East,43,31-45,5,286-582,434.57,86.91
0,3,online,East,46,46-61,3,1234-3000,2692.5,897.50
0,2,online,South,73,62-85,4,5-285,16.613,4.15
0,2,online,South,83,62-85,2,286-582,326.76,163.38
0,3,online,East,32,31-45,8,583-1233,1104,138.00
1,3,in-store,East,64,62-85,7,583-1233,631.15,90.16
0,3,online,East,42,31-45,1,1234-3000,2107.4,2107.40
0,2,online,South,81,62-85,1,5-285,279.56,279.56
1,4,in-store,West,42,31-45,4,286-582,481.21,120.30
0,2,online,South,79,62-85,5,5-285,148.48,29.70
1,3,in-store,East,26,18-30,7,286-582,312.18,44.60
0,4,online,West,55,46-61,2,1234-3000,1466.6,733.30
0,4,online,West,38,31-45,2,583-1233,1040,520.00
0,2,online,South,55,46-61,6,5-285,24.71,4.12
1,1,in-store,North,61,46-61,1,286-582,413.08,413.08
1,1,in-store,North,38,31-45,4,583-1233,1121,280.25
0,2,online,South,57,46-61,6,5-285,207.1,34.52
0,4,online,West,51,46-61,7,1234-3000,1241.1,177.30
0,4,online,West,50,46-61,5,1234-3000,2522.8,504.56
1,4,in-store,West,41,31-45,2,1234-3000,1942.7,971.35
0,4,online,West,30,18-30,2,1234-3000,1334.1,667.05
1,1,in-store,North,21,18-30,8,583-1233,793.04,99.13
0,4,online,West,62,62-85,3,1234-3000,2473.9,824.63
1,1,in-store,North,50,46-61,4,286-582,489.78,122.45
0,4,online,West,47,46-61,4,1234-3000,2944.2,736.05
1,1,in-store,North,25,18-30,6,583-1233,1091.1,181.85
1,1,in-store,North,20,18-30,8,1234-3000,1969,246.13
0,4,online,West,59,46-61,5,5-285,218.43,43.69
0,2,online,South,43,31-45,4,5-285,93.225,23.31
1,1,in-store,North,32,31-45,8,286-582,479.29,59.91
0,4,online,West,43,31-45,4,583-1233,660.74,165.19
1,1,in-store,North,33,31-45,2,286-582,489.15,244.58
0,2,online,South,38,31-45,4,5-285,165.48,41.37
1,3,in-store,East,25,18-30,5,583-1233,649.56,129.91
1,3,in-store,East,55,46-61,7,583-1233,844.35,120.62
1,3,in-store,East,26,18-30,3,583-1233,803.03,267.68
0,4,online,West,37,31-45,6,1234-3000,1570.1,261.68
0,2,online,South,29,18-30,7,286-582,423.37,60.48
0,2,online,South,82,62-85,7,286-582,372.67,53.24
1,4,in-store,West,45,31-45,7,583-1233,1085.4,155.06
1,4,in-store,West,45,31-45,2,5-285,270.21,135.11
0,4,online,West,29,18-30,7,1234-3000,1396.3,199.47
1,1,in-store,North,50,46-61,8,583-1233,891.14,111.39
0,2,online,South,30,18-30,6,5-285,270.3,45.05
0,2,online,South,45,31-45,5,5-285,143.57,28.71
1,3,in-store,East,65,62-85,8,583-1233,791.78,98.97
1,1,in-store,North,42,31-45,6,286-582,560.01,93.34
0,3,online,East,56,46-61,6,583-1233,1192.4,198.73
1,1,in-store,North,52,46-61,1,286-582,440.33,440.33
1,1,in-store,North,28,18-30,3,286-582,340.97,113.66
0,2,online,South,55,46-61,2,5-285,78.059,39.03
1,4,in-store,West,24,18-30,2,1234-3000,1996.5,998.25
0,2,online,South,40,31-45,6,286-582,417.63,69.61
0,2,online,South,76,62-85,4,286-582,287.95,71.99
1,4,in-store,West,46,46-61,2,1234-3000,1376.8,688.40
1,4,in-store,West,23,18-30,3,1234-3000,1400.7,466.90
0,2,online,South,74,62-85,6,286-582,489.24,81.54
1,4,in-store,West,42,31-45,2,5-285,151.15,75.58
1,3,in-store,East,51,46-61,3,286-582,518.66,172.89
0,3,online,East,46,46-61,4,1234-3000,2063.5,515.88
0,4,online,West,55,46-61,4,5-285,227.01,56.75
0,3,online,East,37,31-45,6,1234-3000,1595.3,265.88
0,3,online,East,42,31-45,3,1234-3000,1584.2,528.07
0,4,online,West,53,46-61,2,583-1233,783.13,391.57
1,4,in-store,West,33,31-45,5,583-1233,1075,215.00
1,4,in-store,West,23,18-30,4,1234-3000,1992.4,498.10
1,4,in-store,West,19,18-30,3,583-1233,850,283.33
0,3,online,East,33,31-45,1,1234-3000,2654.8,2654.80
0,2,online,South,66,62-85,1,5-285,271.46,271.46
1,4,in-store,West,52,46-61,6,286-582,374.64,62.44
0,2,online,South,76,62-85,7,286-582,468.56,66.94
1,1,in-store,North,64,62-85,2,583-1233,839.27,419.64
0,2,online,South,49,46-61,1,5-285,211.38,211.38
1,4,in-store,West,47,46-61,3,583-1233,597.22,199.07
1,1,in-store,North,45,31-45,5,286-582,455.75,91.15
1,4,in-store,West,30,18-30,1,583-1233,620.94,620.94
0,3,online,East,22,18-30,4,1234-3000,1840.9,460.23
0,2,online,South,58,46-61,6,286-582,314.07,52.35
0,2,online,South,48,46-61,3,5-285,87.61,29.20
0,2,online,South,72,62-85,7,5-285,11.288,1.61
0,4,online,West,34,31-45,4,1234-3000,1417.2,354.30
0,2,online,South,58,46-61,5,286-582,387.03,77.41
1,3,in-store,East,49,46-61,6,583-1233,994.4,165.73
1,3,in-store,East,66,62-85,5,286-582,449.46,89.89
1,1,in-store,North,38,31-45,4,5-285,83.382,20.85
0,3,online,East,42,31-45,6,1234-3000,2731,455.17
1,3,in-store,East,46,46-61,4,286-582,390.82,97.71
1,4,in-store,West,20,18-30,8,286-582,497.62,62.20
1,1,in-store,North,53,46-61,4,583-1233,810.05,202.51
1,4,in-store,West,40,31-45,4,1234-3000,1963.7,490.93
0,2,online,South,79,62-85,5,5-285,91.6,18.32
0,4,online,West,52,46-61,1,286-582,503.32,503.32
1,1,in-store,North,34,31-45,2,1234-3000,1611.9,805.95
1,1,in-store,North,23,18-30,3,286-582,507.64,169.21
1,1,in-store,North,28,18-30,1,1234-3000,1709.8,1709.80
0,3,online,East,43,31-45,4,583-1233,979.03,244.76
0,2,online,South,68,62-85,4,286-582,415.58,103.90
1,1,in-store,North,44,31-45,1,5-285,122.71,122.71
0,4,online,West,22,18-30,5,286-582,552.59,110.52
1,3,in-store,East,52,46-61,4,286-582,452.64,113.16
1,4,in-store,West,27,18-30,3,583-1233,1174.9,391.63
0,4,online,West,18,18-30,7,286-582,329.67,47.10
0,2,online,South,64,62-85,1,5-285,83.71,83.71
0,2,online,South,42,31-45,6,5-285,175.59,29.27
0,4,online,West,50,46-61,3,286-582,360,120.00
1,1,in-store,North,60,46-61,4,583-1233,952.72,238.18
0,2,online,South,37,31-45,5,286-582,331.55,66.31
0,2,online,South,83,62-85,7,286-582,378.81,54.12
1,4,in-store,West,43,31-45,1,5-285,96.805,96.81
1,3,in-store,East,45,31-45,4,583-1233,785.72,196.43
1,1,in-store,North,21,18-30,2,286-582,402.49,201.25
0,2,online,South,52,46-61,2,5-285,146.98,73.49
0,3,online,East,34,31-45,7,1234-3000,2950.9,421.56
0,3,online,East,27,18-30,4,583-1233,1229.5,307.38
0,3,online,East,38,31-45,8,1234-3000,1912,239.00
1,1,in-store,North,54,46-61,7,5-285,55.123,7.87
0,4,online,West,58,46-61,7,1234-3000,1735.8,247.97
0,3,online,East,45,31-45,2,1234-3000,2748,1374.00
1,3,in-store,East,56,46-61,5,583-1233,932.14,186.43
0,4,online,West,59,46-61,5,583-1233,1206.8,241.36
0,4,online,West,24,18-30,8,286-582,510.06,63.76
1,1,in-store,North,64,62-85,3,5-285,221.71,73.90
0,2,online,South,82,62-85,2,286-582,356.57,178.29
1,3,in-store,East,35,31-45,8,5-285,154.4,19.30
0,2,online,South,33,31-45,6,286-582,306.55,51.09
0,4,online,West,58,46-61,4,583-1233,759.3,189.83
0,2,online,South,33,31-45,1,286-582,337.26,337.26
0,2,online,South,52,46-61,8,286-582,374.18,46.77
0,4,online,West,46,46-61,6,1234-3000,1830.7,305.12
0,2,online,South,72,62-85,5,5-285,84.415,16.88
0,4,online,West,32,31-45,4,286-582,427.85,106.96
0,3,online,East,54,46-61,1,1234-3000,2381.2,2381.20
1,3,in-store,East,50,46-61,5,5-285,243.98,48.80
1,4,in-store,West,26,18-30,3,1234-3000,1579.8,526.60
0,2,online,South,32,31-45,6,286-582,306.46,51.08
1,4,in-store,West,50,46-61,5,5-285,84.691,16.94
0,2,online,South,41,31-45,3,5-285,236.74,78.91
1,4,in-store,West,21,18-30,2,583-1233,884.91,442.46
0,3,online,East,57,46-61,2,1234-3000,1330.3,665.15
1,1,in-store,North,48,46-61,3,583-1233,810.33,270.11
1,3,in-store,East,53,46-61,3,5-285,244.66,81.55
0,2,online,South,36,31-45,2,5-285,11.459,5.73
1,4,in-store,West,50,46-61,8,1234-3000,1716.3,214.54
1,4,in-store,West,40,31-45,7,286-582,299.79,42.83
0,2,online,South,65,62-85,6,5-285,239,39.83
1,1,in-store,North,46,46-61,7,286-582,431.49,61.64
0,2,online,South,72,62-85,3,286-582,308.72,102.91
0,2,online,South,79,62-85,2,5-285,12.893,6.45
1,4,in-store,West,48,46-61,5,286-582,557.71,111.54
0,2,online,South,63,62-85,4,5-285,134.76,33.69
1,1,in-store,North,64,62-85,3,583-1233,804.35,268.12
1,1,in-store,North,35,31-45,4,583-1233,657.99,164.50
1,3,in-store,East,63,62-85,5,286-582,353.2,70.64
0,2,online,South,53,46-61,3,5-285,206.21,68.74
0,4,online,West,47,46-61,7,1234-3000,2985.3,426.47
0,4,online,West,38,31-45,4,1234-3000,2359.4,589.85
1,1,in-store,North,65,62-85,2,583-1233,830.35,415.18
0,4,online,West,43,31-45,4,1234-3000,2356.7,589.18
0,2,online,South,64,62-85,4,286-582,448.67,112.17
0,3,online,East,63,62-85,6,1234-3000,2370.8,395.13
1,4,in-store,West,49,46-61,5,1234-3000,1841.5,368.30
0,2,online,South,43,31-45,6,5-285,60.521,10.09
1,3,in-store,East,41,31-45,6,286-582,488.32,81.39
1,1,in-store,North,70,62-85,5,5-285,271.4,54.28
0,4,online,West,59,46-61,7,1234-3000,1797.1,256.73
0,2,online,South,75,62-85,5,286-582,482.33,96.47
1,1,in-store,North,50,46-61,2,583-1233,862.72,431.36
1,1,in-store,North,25,18-30,4,286-582,457.08,114.27
0,2,online,South,43,31-45,2,286-582,307.62,153.81
0,3,online,East,31,31-45,6,1234-3000,2795.3,465.88
1,4,in-store,West,24,18-30,5,583-1233,1143.8,228.76
1,4,in-store,West,29,18-30,6,583-1233,1028.8,171.47
0,2,online,South,79,62-85,1,5-285,231.98,231.98
0,4,online,West,20,18-30,3,1234-3000,1678.1,559.37
1,3,in-store,East,47,46-61,3,286-582,469.28,156.43
1,1,in-store,North,31,31-45,4,5-285,85.36,21.34
0,4,online,West,46,46-61,4,583-1233,858.62,214.66
1,1,in-store,North,39,31-45,1,286-582,319.13,319.13
1,3,in-store,East,33,31-45,1,583-1233,874.69,874.69
0,2,online,South,45,31-45,2,286-582,422.15,211.08
0,2,online,South,60,46-61,8,5-285,69.872,8.73
1,4,in-store,West,27,18-30,2,286-582,291.61,145.81
1,1,in-store,North,41,31-45,3,5-285,86.383,28.79
1,4,in-store,West,48,46-61,4,1234-3000,1388.6,347.15
0,2,online,South,49,46-61,8,5-285,219.13,27.39
0,2,online,South,66,62-85,5,286-582,458.65,91.73
0,3,online,East,47,46-61,6,583-1233,1101.6,183.60
1,4,in-store,West,19,18-30,5,583-1233,1110.7,222.14
1,4,in-store,West,37,31-45,1,583-1233,779.64,779.64
1,1,in-store,North,22,18-30,4,1234-3000,1867.8,466.95
0,4,online,West,42,31-45,6,583-1233,838.8,139.80
0,2,online,South,58,46-61,6,286-582,478.92,79.82
0,2,online,South,84,62-85,6,5-285,53.237,8.87
0,2,online,South,44,31-45,8,286-582,446.77,55.85
0,2,online,South,76,62-85,2,286-582,368.43,184.22
1,1,in-store,North,34,31-45,5,1234-3000,1580.4,316.08
0,4,online,West,31,31-45,6,1234-3000,1873.1,312.18
0,2,online,South,74,62-85,4,5-285,234.23,58.56
1,1,in-store,North,32,31-45,3,1234-3000,1977.6,659.20
1,1,in-store,North,25,18-30,7,583-1233,804.03,114.86
1,1,in-store,North,35,31-45,6,5-285,147.15,24.53
0,2,online,South,72,62-85,1,286-582,436.43,436.43
1,4,in-store,West,43,31-45,7,5-285,209.96,29.99
1,3,in-store,East,40,31-45,3,5-285,79.854,26.62
0,3,online,East,52,46-61,5,1234-3000,1493.4,298.68
1,1,in-store,North,27,18-30,7,583-1233,903.92,129.13
1,1,in-store,North,41,31-45,6,286-582,356.34,59.39
1,4,in-store,West,48,46-61,7,286-582,400.34,57.19
0,3,online,East,29,18-30,2,286-582,359.29,179.65
0,4,online,West,58,46-61,3,583-1233,677.17,225.72
1,1,in-store,North,31,31-45,3,583-1233,1224.5,408.17
0,3,online,East,61,46-61,2,286-582,340.07,170.04
1,1,in-store,North,53,46-61,7,583-1233,616.1,88.01
0,2,online,South,54,46-61,7,5-285,171.08,24.44
0,2,online,South,49,46-61,7,286-582,386.42,55.20
1,4,in-store,West,41,31-45,4,1234-3000,1302.2,325.55
1,4,in-store,West,55,46-61,5,5-285,74.759,14.95
1,1,in-store,North,33,31-45,7,1234-3000,1467.4,209.63
1,1,in-store,North,20,18-30,4,1234-3000,1760.6,440.15
1,4,in-store,West,23,18-30,5,583-1233,1130.9,226.18
0,2,online,South,44,31-45,1,5-285,274.29,274.29
1,1,in-store,North,33,31-45,3,583-1233,732.17,244.06
0,2,online,South,40,31-45,7,5-285,39.744,5.68
0,4,online,West,25,18-30,5,1234-3000,1973.7,394.74
0,3,online,East,36,31-45,1,583-1233,706.51,706.51
1,3,in-store,East,73,62-85,6,286-582,479.54,79.92
0,2,online,South,53,46-61,6,286-582,419.54,69.92
1,1,in-store,North,28,18-30,5,5-285,216.18,43.24
0,4,online,West,23,18-30,4,1234-3000,1884.8,471.20
0,2,online,South,40,31-45,4,5-285,92.833,23.21
1,3,in-store,East,44,31-45,7,583-1233,702.77,100.40
1,4,in-store,West,31,31-45,2,583-1233,1043.7,521.85
0,2,online,South,81,62-85,2,286-582,418.05,209.03
1,1,in-store,North,48,46-61,4,5-285,106.1,26.53
0,2,online,South,30,18-30,5,286-582,358.41,71.68
1,3,in-store,East,51,46-61,2,5-285,63.526,31.76
1,1,in-store,North,30,18-30,4,583-1233,1068.2,267.05
0,4,online,West,48,46-61,3,1234-3000,2171.1,723.70
0,2,online,South,34,31-45,4,286-582,397.87,99.47
0,2,online,South,40,31-45,7,286-582,403.03,57.58
0,2,online,South,54,46-61,6,5-285,28.265,4.71
0,4,online,West,39,31-45,2,286-582,447.77,223.89
0,4,online,West,61,46-61,1,1234-3000,2638.5,2638.50
1,1,in-store,North,54,46-61,6,5-285,272.6,45.43
0,3,online,East,29,18-30,6,286-582,532.24,88.71
0,3,online,East,22,18-30,3,1234-3000,1738.8,579.60
0,2,online,South,80,62-85,2,5-285,47.954,23.98
1,4,in-store,West,49,46-61,4,1234-3000,1449.7,362.43
0,2,online,South,65,62-85,3,5-285,235.13,78.38
0,4,online,West,39,31-45,5,1234-3000,1368.4,273.68
1,4,in-store,West,20,18-30,4,583-1233,797.23,199.31
1,1,in-store,North,32,31-45,6,583-1233,833.57,138.93
0,2,online,South,80,62-85,4,5-285,216.68,54.17
0,3,online,East,28,18-30,1,1234-3000,2231.4,2231.40
0,2,online,South,33,31-45,4,5-285,253.04,63.26
1,4,in-store,West,28,18-30,7,1234-3000,1535.4,219.34
1,1,in-store,North,30,18-30,4,583-1233,981.17,245.29
0,2,online,South,77,62-85,3,5-285,206.74,68.91
1,1,in-store,North,48,46-61,2,286-582,341.64,170.82
1,4,in-store,West,50,46-61,3,1234-3000,1944,648.00
1,1,in-store,North,54,46-61,5,583-1233,860.54,172.11
0,3,online,East,24,18-30,2,1234-3000,1897.8,948.90
1,1,in-store,North,33,31-45,3,5-285,205.56,68.52
0,3,online,East,54,46-61,3,1234-3000,1781.7,593.90
1,4,in-store,West,47,46-61,6,1234-3000,1630.3,271.72
1,3,in-store,East,42,31-45,4,5-285,248.17,62.04
0,2,online,South,63,62-85,8,286-582,347.28,43.41
1,4,in-store,West,19,18-30,4,583-1233,1072.8,268.20
1,4,in-store,West,33,31-45,4,1234-3000,1755,438.75
1,3,in-store,East,33,31-45,8,583-1233,974.67,121.83
0,2,online,South,73,62-85,5,5-285,64.079,12.82
0,4,online,West,38,31-45,4,286-582,466.28,116.57
1,4,in-store,West,31,31-45,2,1234-3000,1677.8,838.90
1,4,in-store,West,34,31-45,8,583-1233,670.74,83.84
0,2,online,South,71,62-85,7,5-285,114.89,16.41
1,4,in-store,West,26,18-30,2,583-1233,649.28,324.64
1,1,in-store,North,43,31-45,4,583-1233,801.74,200.44
1,4,in-store,West,46,46-61,4,583-1233,686.74,171.69
1,4,in-store,West,33,31-45,6,1234-3000,1494.5,249.08
0,3,online,East,55,46-61,4,1234-3000,2851.6,712.90
1,1,in-store,North,40,31-45,5,5-285,81.368,16.27
1,3,in-store,East,63,62-85,1,583-1233,665.51,665.51
1,3,in-store,East,74,62-85,8,5-285,180.66,22.58
0,2,online,South,69,62-85,8,286-582,474.61,59.33
0,4,online,West,38,31-45,7,1234-3000,2472.3,353.19
0,2,online,South,67,62-85,1,286-582,479.47,479.47
0,2,online,South,41,31-45,6,5-285,161.79,26.97
0,2,online,South,70,62-85,5,5-285,56.726,11.35
0,2,online,South,67,62-85,7,5-285,85.723,12.25
1,3,in-store,East,45,31-45,8,583-1233,824.72,103.09
0,4,online,West,61,46-61,7,1234-3000,1999.7,285.67
0,4,online,West,59,46-61,6,583-1233,946.03,157.67
0,4,online,West,41,31-45,3,286-582,336.88,112.29
0,2,online,South,31,31-45,2,286-582,398.63,199.32
0,4,online,West,31,31-45,2,1234-3000,2945.9,1472.95
0,2,online,South,49,46-61,2,286-582,417.42,208.71
0,2,online,South,59,46-61,6,286-582,378.01,63.00
1,4,in-store,West,34,31-45,7,583-1233,1016.9,145.27
0,4,online,West,19,18-30,5,1234-3000,2363.3,472.66
0,4,online,West,53,46-61,1,1234-3000,2300.3,2300.30
0,2,online,South,72,62-85,7,5-285,178.31,25.47
0,2,online,South,74,62-85,2,286-582,428.73,214.37
1,4,in-store,West,27,18-30,6,583-1233,1167.8,194.63
0,2,online,South,46,46-61,3,5-285,263.51,87.84
0,2,online,South,58,46-61,6,5-285,285,47.50
0,4,online,West,36,31-45,3,5-285,185.97,61.99
1,1,in-store,North,53,46-61,7,583-1233,999,142.71
1,1,in-store,North,31,31-45,7,286-582,368.97,52.71
0,2,online,South,44,31-45,2,286-582,291.1,145.55
1,4,in-store,West,50,46-61,7,583-1233,768.77,109.82
1,3,in-store,East,52,46-61,5,286-582,566.06,113.21
0,2,online,South,83,62-85,2,5-285,208.57,104.29
0,4,online,West,23,18-30,3,1234-3000,1414.9,471.63
1,1,in-store,North,48,46-61,1,5-285,253.09,253.09
1,1,in-store,North,48,46-61,5,583-1233,868.29,173.66
1,3,in-store,East,64,62-85,3,583-1233,983.24,327.75
0,3,online,East,60,46-61,7,583-1233,674.99,96.43
1,3,in-store,East,27,18-30,4,286-582,413.36,103.34
1,1,in-store,North,61,46-61,3,583-1233,779.59,259.86
0,2,online,South,52,46-61,2,286-582,428.64,214.32
0,2,online,South,48,46-61,3,286-582,499.91,166.64
0,3,online,East,44,31-45,1,286-582,438.71,438.71
1,3,in-store,East,40,31-45,6,286-582,484.38,80.73
1,4,in-store,West,28,18-30,6,583-1233,859.91,143.32
1,1,in-store,North,72,62-85,6,286-582,521.71,86.95
1,3,in-store,East,46,46-61,7,583-1233,858.79,122.68
0,2,online,South,59,46-61,6,286-582,442.36,73.73
0,4,online,West,49,46-61,7,583-1233,747.62,106.80
0,3,online,East,24,18-30,4,583-1233,792.64,198.16
1,4,in-store,West,30,18-30,8,1234-3000,1707.7,213.46
0,2,online,South,47,46-61,6,5-285,243.61,40.60
